id,code,name,county_id:id
district_Jardín_Dota_SJ,02,Jardín,county_Dota_SJ
district_Granadilla_Curridabat_SJ,02,Granadilla,county_Curridabat_SJ
district_El_General_Pérez_Zeledón_SJ,02,El General,county_Pérez_Zeledón_SJ
district_San_Andrés_León_Cortéz_Castro_SJ,02,San Andrés,county_León_Cortéz_Castro_SJ
district_San_José_Alajuela_A,02,San José,county_Alajuela_A
district_Santiago_San_Ramón_A,02,Santiago,county_San_Ramón_A
district_San_Isidro_Grecia_A,02,San Isidro,county_Grecia_A
district_Desmonte_San_Mateo_A,02,Desmonte,county_San_Mateo_A
district_Jesús_Atenas_A,02,Jesús,county_Atenas_A
district_San_Miguel_Naranjo_A,02,San Miguel,county_Naranjo_A
district_Zaragoza_Palmares_A,02,Zaragoza,county_Palmares_A
district_San_Juan_Poás_A,02,San Juan,county_Poás_A
district_El_Mastate_Orotina_A,02,El Mastate,county_Orotina_A
district_Florencia_San_Carlos_A,02,Florencia,county_San_Carlos_A
district_Hospital_San_José_SJ,03,Hospital,county_San_José_SJ
district_San_Rafael_Escazú_SJ,03,San Rafael,county_Escazú_SJ
district_San_Juan_De_Dios_Desamparados_SJ,03,San Juan De Dios,county_Desamparados_SJ
district_Barbacoas_Puriscal_SJ,03,Barbacoas,county_Puriscal_SJ
district_San_Carlos_Tarrazú_SJ,03,San Carlos,county_Tarrazú_SJ
district_Vuelta_De_Jorco_Aserrí_SJ,03,Vuelta De Jorco,county_Aserrí_SJ
district_Tabarcia_Mora_SJ,03,Tabarcia,county_Mora_SJ
district_Calle_Blancos_Goicoechea_SJ,03,Calle Blancos,county_Goicoechea_SJ
district_Pozos_Santa_Ana_SJ,03,Pozos,county_Santa_Ana_SJ
district_San_Antonio_Alajuelita_SJ,03,San Antonio,county_Alajuelita_SJ
district_Dulce_Nombre_De_Jesús_Vásquez_de_Coronado_SJ,03,Dulce Nombre De Jesús,county_Vásquez_de_Coronado_SJ
district_Palmichal_Acosta_SJ,03,Palmichal,county_Acosta_SJ
district_Anselmo_Llorente_Tibás_SJ,03,Anselmo Llorente,county_Tibás_SJ
district_La_Trinidad_Moravia_SJ,03,La Trinidad,county_Moravia_SJ
district_Mercedes_Montes_de_Oca_SJ,03,Mercedes,county_Montes_de_Oca_SJ
district_San_Juan_De_Mata_Turrubares_SJ,03,San Juan De Mata,county_Turrubares_SJ
district_Copey_Dota_SJ,03,Copey,county_Dota_SJ
district_Sánchez_Curridabat_SJ,03,Sánchez,county_Curridabat_SJ
district_Daniel_Flores_Pérez_Zeledón_SJ,03,Daniel Flores,county_Pérez_Zeledón_SJ
district_Llano_Bonito_León_Cortéz_Castro_SJ,03,Llano Bonito,county_León_Cortéz_Castro_SJ
district_Carrizal_Alajuela_A,03,Carrizal,county_Alajuela_A
district_San_Juan_San_Ramón_A,03,San Juan,county_San_Ramón_A
district_San_José_Grecia_A,03,San José,county_Grecia_A
district_Jesús_María_San_Mateo_A,03,Jesús María,county_San_Mateo_A
district_Mercedes_Atenas_A,03,Mercedes,county_Atenas_A
district_San_José_Naranjo_A,03,San José,county_Naranjo_A
district_Buenos_Aires_Palmares_A,03,Buenos Aires,county_Palmares_A
district_San_Rafael_Poás_A,03,San Rafael,county_Poás_A
district_Hacienda_Vieja_Orotina_A,03,Hacienda Vieja,county_Orotina_A
district_Buenavista_San_Carlos_A,03,Buenavista,county_San_Carlos_A
district_Catedral_San_José_SJ,04,Catedral,county_San_José_SJ
district_San_Rafael_Arriba_Desamparados_SJ,04,San Rafael Arriba,county_Desamparados_SJ
district_Grifo_Alto_Puriscal_SJ,04,Grifo Alto,county_Puriscal_SJ
district_San_Gabriel_Aserrí_SJ,04,San Gabriel,county_Aserrí_SJ
district_Piedras_Negras_Mora_SJ,04,Piedras Negras,county_Mora_SJ
district_Mata_De_Plátano_Goicoechea_SJ,04,Mata De Plátano,county_Goicoechea_SJ
district_Uruca_Santa_Ana_SJ,04,Uruca,county_Santa_Ana_SJ
district_Concepción_Alajuelita_SJ,04,Concepción,county_Alajuelita_SJ
district_Patalillo_Vásquez_de_Coronado_SJ,04,Patalillo,county_Vásquez_de_Coronado_SJ
district_Cangrejal_Acosta_SJ,04,Cangrejal,county_Acosta_SJ
district_Leon_Xiii_Tibás_SJ,04,Leon Xiii,county_Tibás_SJ
district_San_Rafael_Montes_de_Oca_SJ,04,San Rafael,county_Montes_de_Oca_SJ
district_San_Luis_Turrubares_SJ,04,San Luis,county_Turrubares_SJ
district_Tirrases_Curridabat_SJ,04,Tirrases,county_Curridabat_SJ
district_Rivas_Pérez_Zeledón_SJ,04,Rivas,county_Pérez_Zeledón_SJ
district_San_Isidro_León_Cortéz_Castro_SJ,04,San Isidro,county_León_Cortéz_Castro_SJ
district_San_Antonio_Alajuela_A,04,San Antonio,county_Alajuela_A
district_Piedades_Norte_San_Ramón_A,04,Piedades Norte,county_San_Ramón_A
district_San_Roque_Grecia_A,04,San Roque,county_Grecia_A
district_Labrador_San_Mateo_A,04,Labrador,county_San_Mateo_A
district_San_Isidro_Atenas_A,04,San Isidro,county_Atenas_A
district_Cirrí_Sur_Naranjo_A,04,Cirrí Sur,county_Naranjo_A
district_Santiago_Palmares_A,04,Santiago,county_Palmares_A
district_Carrillos_Poás_A,04,Carrillos,county_Poás_A
district_Coyolar_Orotina_A,04,Coyolar,county_Orotina_A
district_Aguas_Zarcas_San_Carlos_A,04,Aguas Zarcas,county_San_Carlos_A
district_Zapote_San_José_SJ,05,Zapote,county_San_José_SJ
district_San_Antonio_Desamparados_SJ,05,San Antonio,county_Desamparados_SJ
district_San_Rafael_Puriscal_SJ,05,San Rafael,county_Puriscal_SJ
district_Legua_Aserrí_SJ,05,Legua,county_Aserrí_SJ
district_Picagres_Mora_SJ,05,Picagres,county_Mora_SJ
district_Ipís_Goicoechea_SJ,05,Ipís,county_Goicoechea_SJ
district_Piedades_Santa_Ana_SJ,05,Piedades,county_Santa_Ana_SJ
district_San_Felipe_Alajuelita_SJ,05,San Felipe,county_Alajuelita_SJ
district_Cascajal_Vásquez_de_Coronado_SJ,05,Cascajal,county_Vásquez_de_Coronado_SJ
district_Sabanillas_Acosta_SJ,05,Sabanillas,county_Acosta_SJ
district_Colima_Tibás_SJ,05,Colima,county_Tibás_SJ
district_Carara_Turrubares_SJ,05,Carara,county_Turrubares_SJ
district_San_Pedro_Pérez_Zeledón_SJ,05,San Pedro,county_Pérez_Zeledón_SJ
district_Santa_Cruz_León_Cortéz_Castro_SJ,05,Santa Cruz,county_León_Cortéz_Castro_SJ
district_Guácima_Alajuela_A,05,Guácima,county_Alajuela_A
district_Piedades_Sur_San_Ramón_A,05,Piedades Sur,county_San_Ramón_A
district_Tacares_Grecia_A,05,Tacares,county_Grecia_A
district_Concepción_Atenas_A,05,Concepción,county_Atenas_A
district_San_Jerónimo_Naranjo_A,05,San Jerónimo,county_Naranjo_A
district_Candelaria_Palmares_A,05,Candelaria,county_Palmares_A
district_Sabana_Redonda_Poás_A,05,Sabana Redonda,county_Poás_A
district_La_Ceiba_Orotina_A,05,La Ceiba,county_Orotina_A
district_Venecia_San_Carlos_A,05,Venecia,county_San_Carlos_A
district_San_Francisco_De_Dos_Ríos_San_José_SJ,06,San Francisco De Dos Ríos,county_San_José_SJ
district_Frailes_Desamparados_SJ,06,Frailes,county_Desamparados_SJ
district_Candelarita_Puriscal_SJ,06,Candelarita,county_Puriscal_SJ
district_Monterrey_Aserrí_SJ,06,Monterrey,county_Aserrí_SJ
district_Jaris_Mora_SJ,06,Jaris,county_Mora_SJ
district_Rancho_Redondo_Goicoechea_SJ,06,Rancho Redondo,county_Goicoechea_SJ
district_Brasil_Santa_Ana_SJ,06,Brasil,county_Santa_Ana_SJ
district_Platanares_Pérez_Zeledón_SJ,06,Platanares,county_Pérez_Zeledón_SJ
district_San_Antonio_León_Cortéz_Castro_SJ,06,San Antonio,county_León_Cortéz_Castro_SJ
district_San_Isidro_Alajuela_A,06,San Isidro,county_Alajuela_A
district_San_Rafael_San_Ramón_A,06,San Rafael,county_San_Ramón_A
district_Río_Cuarto_Grecia_A,06,Río Cuarto,county_Grecia_A
district_San_Jose_Atenas_A,06,San Jose,county_Atenas_A
district_San_Juan_Naranjo_A,06,San Juan,county_Naranjo_A
district_Esquípulas_Palmares_A,06,Esquípulas,county_Palmares_A
district_Pital_San_Carlos_A,06,Pital,county_San_Carlos_A
district_Uruca_San_José_SJ,07,Uruca,county_San_José_SJ
district_Patarrá_Desamparados_SJ,07,Patarrá,county_Desamparados_SJ
district_Desamparaditos_Puriscal_SJ,07,Desamparaditos,county_Puriscal_SJ
district_Salitrillos_Aserrí_SJ,07,Salitrillos,county_Aserrí_SJ
district_Quitirrisi_Mora_SJ,07,Quitirrisi,county_Mora_SJ
district_Purral_Goicoechea_SJ,07,Purral,county_Goicoechea_SJ
district_Pejibaye_Pérez_Zeledón_SJ,07,Pejibaye,county_Pérez_Zeledón_SJ
district_Sabanilla_Alajuela_A,07,Sabanilla,county_Alajuela_A
district_San_Isidro_San_Ramón_A,07,San Isidro,county_San_Ramón_A
district_Puente_De_Piedra_Grecia_A,07,Puente De Piedra,county_Grecia_A
district_Santa_Eulalia_Atenas_A,07,Santa Eulalia,county_Atenas_A
district_El_Rosario_Naranjo_A,07,El Rosario,county_Naranjo_A
district_La_Granja_Palmares_A,07,La Granja,county_Palmares_A
district_La_Fortuna_San_Carlos_A,07,La Fortuna,county_San_Carlos_A
district_Mata_Redonda_San_José_SJ,08,Mata Redonda,county_San_José_SJ
district_San_Cristóbal_Desamparados_SJ,08,San Cristóbal,county_Desamparados_SJ
district_San_Antonio_Puriscal_SJ,08,San Antonio,county_Puriscal_SJ
district_Cajón_Pérez_Zeledón_SJ,08,Cajón,county_Pérez_Zeledón_SJ
district_San_Rafael_Alajuela_A,08,San Rafael,county_Alajuela_A
district_Ángeles_San_Ramón_A,08,Ángeles,county_San_Ramón_A
district_Bolívar_Grecia_A,08,Bolívar,county_Grecia_A
district_Escobal_Atenas_A,08,Escobal,county_Atenas_A
district_Palmitos_Naranjo_A,08,Palmitos,county_Naranjo_A
district_La_Tigra_San_Carlos_A,08,La Tigra,county_San_Carlos_A
district_Pavas_San_José_SJ,09,Pavas,county_San_José_SJ
district_Rosario_Desamparados_SJ,09,Rosario,county_Desamparados_SJ
district_Chires_Puriscal_SJ,09,Chires,county_Puriscal_SJ
district_Barú_Pérez_Zeledón_SJ,09,Barú,county_Pérez_Zeledón_SJ
district_Río_Segundo_Alajuela_A,09,Río Segundo,county_Alajuela_A
district_Alfaro_San_Ramón_A,09,Alfaro,county_San_Ramón_A
district_La_Palmera_San_Carlos_A,09,La Palmera,county_San_Carlos_A
district_Zarcero_Zarcero_A,01,Zarcero,county_Zarcero_A
district_Sarchí_Norte_Valverde_Vega_A,01,Sarchí Norte,county_Valverde_Vega_A
district_Upala_Upala_A,01,Upala,county_Upala_A
district_Los_Chiles_Los_Chiles_A,01,Los Chiles,county_Los_Chiles_A
district_Oriental_Cartago_C,01,Oriental,county_Cartago_C
district_Paraíso_Paraíso_C,01,Paraíso,county_Paraíso_C
district_Tres_Ríos_La_Unión_C,01,Tres Ríos,county_La_Unión_C
district_Juan_Viñas_Jiménez_C,01,Juan Viñas,county_Jiménez_C
district_Turrialba_Turrialba_C,01,Turrialba,county_Turrialba_C
district_Pacayas_Alvarado_C,01,Pacayas,county_Alvarado_C
district_San_Rafael_Oreamuno_C,01,San Rafael,county_Oreamuno_C
district_El_Tejar_El_Guarco_C,01,El Tejar,county_El_Guarco_C
district_Heredia_Heredia_H,01,Heredia,county_Heredia_H
district_Barva_Barva_H,01,Barva,county_Barva_H
district_Santa_Bárbara_Santa_Bárbara_H,01,Santa Bárbara,county_Santa_Bárbara_H
district_San_Rafael_San_Rafaél_H,01,San Rafael,county_San_Rafaél_H
district_San_Isidro_San_Isidro_H,01,San Isidro,county_San_Isidro_H
district_San_Antonio_Belén_H,01,San Antonio,county_Belén_H
district_San_Joaquín_Flores_H,01,San Joaquín,county_Flores_H
district_San_Pablo_San_Pablo_H,01,San Pablo,county_San_Pablo_H
district_Puerto_Viejo_Sarapiquí_H,01,Puerto Viejo,county_Sarapiquí_H
district_Liberia_Liberia_G,01,Liberia,county_Liberia_G
district_Nicoya_Nicoya_G,01,Nicoya,county_Nicoya_G
district_Santa_Cruz_Santa_Cruz_G,01,Santa Cruz,county_Santa_Cruz_G
district_Bagaces_Bagaces_G,01,Bagaces,county_Bagaces_G
district_Filadelfia_Carrillo_G,01,Filadelfia,county_Carrillo_G
district_Cañas_Cañas_G,01,Cañas,county_Cañas_G
district_Las_Juntas_Abangáres_G,01,Las Juntas,county_Abangáres_G
district_Tilarán_Tilarán_G,01,Tilarán,county_Tilarán_G
district_Carmona_Nandayure_G,01,Carmona,county_Nandayure_G
district_La_Cruz_La_Cruz_G,01,La Cruz,county_La_Cruz_G
district_Hojancha_Hojancha_G,01,Hojancha,county_Hojancha_G
district_Puntarenas_Puntarenas_P,01,Puntarenas,county_Puntarenas_P
district_Espíritu_Santo_Esparza_P,01,Espíritu Santo,county_Esparza_P
district_Buenos_Aires_Buenos_Aires_P,01,Buenos Aires,county_Buenos_Aires_P
district_Miramar_Montes_de_Oro_P,01,Miramar,county_Montes_de_Oro_P
district_Puerto_Cortés_Osa_P,01,Puerto Cortés,county_Osa_P
district_Quepos_Aguirre_P,01,Quepos,county_Aguirre_P
district_Golfito_Golfito_P,01,Golfito,county_Golfito_P
district_San_Vito_Coto_Brus_P,01,San Vito,county_Coto_Brus_P
district_Parrita_Parrita_P,01,Parrita,county_Parrita_P
district_Corredor_Corredores_P,01,Corredor,county_Corredores_P
district_Jacó_Garabito_P,01,Jacó,county_Garabito_P
district_Limón_Limón_L,01,Limón,county_Limón_L
district_Guápiles_Pococí_L,01,Guápiles,county_Pococí_L
district_Siquirres_Siquirres_L,01,Siquirres,county_Siquirres_L
district_Bratsi_Talamanca_L,01,Bratsi,county_Talamanca_L
district_Matina_Matina_L,01,Matina,county_Matina_L
district_Guácimo_Guácimo_L,01,Guácimo,county_Guácimo_L
district_Hatillo_San_José_SJ,10,Hatillo,county_San_José_SJ
district_Damas_Desamparados_SJ,10,Damas,county_Desamparados_SJ
district_Río_Nuevo_Pérez_Zeledón_SJ,10,Río Nuevo,county_Pérez_Zeledón_SJ
district_Desamparados_Alajuela_A,10,Desamparados,county_Alajuela_A
district_Volio_San_Ramón_A,10,Volio,county_San_Ramón_A
district_Venado_San_Carlos_A,10,Venado,county_San_Carlos_A
district_Llano_Grande_Cartago_C,10,Llano Grande,county_Cartago_C
district_Tres_Equis_Turrialba_C,10,Tres Equis,county_Turrialba_C
district_San_Sebastián_San_José_SJ,11,San Sebastián,county_San_José_SJ
district_San_Rafael_Abajo_Desamparados_SJ,11,San Rafael Abajo,county_Desamparados_SJ
district_Páramo_Pérez_Zeledón_SJ,11,Páramo,county_Pérez_Zeledón_SJ
district_Turrúcares_Alajuela_A,11,Turrúcares,county_Alajuela_A
district_Concepción_San_Ramón_A,11,Concepción,county_San_Ramón_A
district_Cutris_San_Carlos_A,11,Cutris,county_San_Carlos_A
district_Quebradilla_Cartago_C,11,Quebradilla,county_Cartago_C
district_La_Isabel_Turrialba_C,11,La Isabel,county_Turrialba_C
district_Cóbano_Puntarenas_P,11,Cóbano,county_Puntarenas_P
district_Gravilias_Desamparados_SJ,12,Gravilias,county_Desamparados_SJ
district_Tambor_Alajuela_A,12,Tambor,county_Alajuela_A
district_Zapotal_San_Ramón_A,12,Zapotal,county_San_Ramón_A
district_Monterrey_San_Carlos_A,12,Monterrey,county_San_Carlos_A
district_Chirripó_Turrialba_C,12,Chirripó,county_Turrialba_C
district_Chacarita_Puntarenas_P,12,Chacarita,county_Puntarenas_P
district_Los_Guido_Desamparados_SJ,13,Los Guido,county_Desamparados_SJ
district_Garita_Alajuela_A,13,Garita,county_Alajuela_A
district_Peñas_Blancas_San_Ramón_A,13,Peñas Blancas,county_San_Ramón_A
district_Pocosol_San_Carlos_A,13,Pocosol,county_San_Carlos_A
district_Chira_Puntarenas_P,13,Chira,county_Puntarenas_P
district_Sarapiquí_Alajuela_A,14,Sarapiquí,county_Alajuela_A
district_Acapulco_Puntarenas_P,14,Acapulco,county_Puntarenas_P
district_El_Roble_Puntarenas_P,15,El Roble,county_Puntarenas_P
district_Arancibia_Puntarenas_P,16,Arancibia,county_Puntarenas_P
district_Laguna_Zarcero_A,02,Laguna,county_Zarcero_A
district_Sarchí_Sur_Valverde_Vega_A,02,Sarchí Sur,county_Valverde_Vega_A
district_Aguas_Claras_Upala_A,02,Aguas Claras,county_Upala_A
district_Caño_Negro_Los_Chiles_A,02,Caño Negro,county_Los_Chiles_A
district_Buenavista_Guatuso_A,02,Buenavista,county_Guatuso_A
district_Occidental_Cartago_C,02,Occidental,county_Cartago_C
district_Santiago_Paraíso_C,02,Santiago,county_Paraíso_C
district_San_Diego_La_Unión_C,02,San Diego,county_La_Unión_C
district_Tucurrique_Jiménez_C,02,Tucurrique,county_Jiménez_C
district_La_Suiza_Turrialba_C,02,La Suiza,county_Turrialba_C
district_Cervantes_Alvarado_C,02,Cervantes,county_Alvarado_C
district_Cot_Oreamuno_C,02,Cot,county_Oreamuno_C
district_San_Isidro_El_Guarco_C,02,San Isidro,county_El_Guarco_C
district_Mercedes_Heredia_H,02,Mercedes,county_Heredia_H
district_San_Pedro_Barva_H,02,San Pedro,county_Barva_H
district_San_Vicente_Santo_Domingo_H,02,San Vicente,county_Santo_Domingo_H
district_San_Pedro_Santa_Bárbara_H,02,San Pedro,county_Santa_Bárbara_H
district_San_Josecito_San_Rafaél_H,02,San Josecito,county_San_Rafaél_H
district_San_José_San_Isidro_H,02,San José,county_San_Isidro_H
district_La_Ribera_Belén_H,02,La Ribera,county_Belén_H
district_Barrantes_Flores_H,02,Barrantes,county_Flores_H
district_La_Virgen_Sarapiquí_H,02,La Virgen,county_Sarapiquí_H
district_Cañas_Dulces_Liberia_G,02,Cañas Dulces,county_Liberia_G
district_Mansión_Nicoya_G,02,Mansión,county_Nicoya_G
district_Bolsón_Santa_Cruz_G,02,Bolsón,county_Santa_Cruz_G
district_La_Fortuna_Bagaces_G,02,La Fortuna,county_Bagaces_G
district_Palmira_Carrillo_G,02,Palmira,county_Carrillo_G
district_Palmira_Cañas_G,02,Palmira,county_Cañas_G
district_Sierra_Abangáres_G,02,Sierra,county_Abangáres_G
district_Quebrada_Grande_Tilarán_G,02,Quebrada Grande,county_Tilarán_G
district_Santa_Rita_Nandayure_G,02,Santa Rita,county_Nandayure_G
district_Santa_Cecilia_La_Cruz_G,02,Santa Cecilia,county_La_Cruz_G
district_Monte_Romo_Hojancha_G,02,Monte Romo,county_Hojancha_G
district_Pitahaya_Puntarenas_P,02,Pitahaya,county_Puntarenas_P
district_San_Juan_Grande_Esparza_P,02,San Juan Grande,county_Esparza_P
district_Volcán_Buenos_Aires_P,02,Volcán,county_Buenos_Aires_P
district_La_Unión_Montes_de_Oro_P,02,La Unión,county_Montes_de_Oro_P
district_Palmar_Osa_P,02,Palmar,county_Osa_P
district_Savegre_Aguirre_P,02,Savegre,county_Aguirre_P
district_Puerto_Jiménez_Golfito_P,02,Puerto Jiménez,county_Golfito_P
district_Sabalito_Coto_Brus_P,02,Sabalito,county_Coto_Brus_P
district_La_Cuesta_Corredores_P,02,La Cuesta,county_Corredores_P
district_Tárcoles_Garabito_P,02,Tárcoles,county_Garabito_P
district_Valle_La_Estrella_Limón_L,02,Valle La Estrella,county_Limón_L
district_Jiménez_Pococí_L,02,Jiménez,county_Pococí_L
district_Pacuarito_Siquirres_L,02,Pacuarito,county_Siquirres_L
district_Sixaola_Talamanca_L,02,Sixaola,county_Talamanca_L
district_Batán_Matina_L,02,Batán,county_Matina_L
district_Mercedes_Guácimo_L,02,Mercedes,county_Guácimo_L
district_Toro_Amarillo_Valverde_Vega_A,03,Toro Amarillo,county_Valverde_Vega_A
district_San_José_O_Pizote_Upala_A,03,San José O Pizote,county_Upala_A
district_El_Amparo_Los_Chiles_A,03,El Amparo,county_Los_Chiles_A
district_Cote_Guatuso_A,03,Cote,county_Guatuso_A
district_Carmen_Cartago_C,03,Carmen,county_Cartago_C
district_Orosi_Paraíso_C,03,Orosi,county_Paraíso_C
district_San_Juan_La_Unión_C,03,San Juan,county_La_Unión_C
district_Pejibaye_Jiménez_C,03,Pejibaye,county_Jiménez_C
district_Capellades_Alvarado_C,03,Capellades,county_Alvarado_C
district_Potrero_Cerrado_Oreamuno_C,03,Potrero Cerrado,county_Oreamuno_C
district_Tobosi_El_Guarco_C,03,Tobosi,county_El_Guarco_C
district_San_Francisco_Heredia_H,03,San Francisco,county_Heredia_H
district_San_Pablo_Barva_H,03,San Pablo,county_Barva_H
district_San_Miguel_Santo_Domingo_H,03,San Miguel,county_Santo_Domingo_H
district_San_Juan_Santa_Bárbara_H,03,San Juan,county_Santa_Bárbara_H
district_Santiago_San_Rafaél_H,03,Santiago,county_San_Rafaél_H
district_Concepción_San_Isidro_H,03,Concepción,county_San_Isidro_H
district_La_Asunción_Belén_H,03,La Asunción,county_Belén_H
district_Llorente_Flores_H,03,Llorente,county_Flores_H
district_Las_Horquetas_Sarapiquí_H,03,Las Horquetas,county_Sarapiquí_H
district_Mayorga_Liberia_G,03,Mayorga,county_Liberia_G
district_San_Antonio_Nicoya_G,03,San Antonio,county_Nicoya_G
district_Veintisiete_De_Abril_Santa_Cruz_G,03,Veintisiete De Abril,county_Santa_Cruz_G
district_Mogote_Bagaces_G,03,Mogote,county_Bagaces_G
district_Sardinal_Carrillo_G,03,Sardinal,county_Carrillo_G
district_San_Miguel_Cañas_G,03,San Miguel,county_Cañas_G
district_San_Juan_Abangáres_G,03,San Juan,county_Abangáres_G
district_Tronadora_Tilarán_G,03,Tronadora,county_Tilarán_G
district_Zapotal_Nandayure_G,03,Zapotal,county_Nandayure_G
district_La_Garita_La_Cruz_G,03,La Garita,county_La_Cruz_G
district_Puerto_Carrillo_Hojancha_G,03,Puerto Carrillo,county_Hojancha_G
district_Chomes_Puntarenas_P,03,Chomes,county_Puntarenas_P
district_Macacona_Esparza_P,03,Macacona,county_Esparza_P
district_Potrero_Grande_Buenos_Aires_P,03,Potrero Grande,county_Buenos_Aires_P
district_San_Isidro_Montes_de_Oro_P,03,San Isidro,county_Montes_de_Oro_P
district_Sierpe_Osa_P,03,Sierpe,county_Osa_P
district_Naranjito_Aguirre_P,03,Naranjito,county_Aguirre_P
district_Guaycará_Golfito_P,03,Guaycará,county_Golfito_P
district_Aguabuena_Coto_Brus_P,03,Aguabuena,county_Coto_Brus_P
district_Canoas_Corredores_P,03,Canoas,county_Corredores_P
district_Rita_Pococí_L,03,Rita,county_Pococí_L
district_Florida_Siquirres_L,03,Florida,county_Siquirres_L
district_Cahuita_Talamanca_L,03,Cahuita,county_Talamanca_L
district_Carrandi_Matina_L,03,Carrandi,county_Matina_L
district_Pocora_Guácimo_L,03,Pocora,county_Guácimo_L
district_Guadalupe_Zarcero_A,04,Guadalupe,county_Zarcero_A
district_San_Pedro_Valverde_Vega_A,04,San Pedro,county_Valverde_Vega_A
district_Bijagua_Upala_A,04,Bijagua,county_Upala_A
district_San_Jorge_Los_Chiles_A,04,San Jorge,county_Los_Chiles_A
district_Katira_Guatuso_A,04,Katira,county_Guatuso_A
district_San_Nicolás_Cartago_C,04,San Nicolás,county_Cartago_C
district_Cachí_Paraíso_C,04,Cachí,county_Paraíso_C
district_San_Rafael_La_Unión_C,04,San Rafael,county_La_Unión_C
district_Santa_Cruz_Turrialba_C,04,Santa Cruz,county_Turrialba_C
district_Cipreses_Oreamuno_C,04,Cipreses,county_Oreamuno_C
district_Patio_De_Agua_El_Guarco_C,04,Patio De Agua,county_El_Guarco_C
district_Ulloa_Heredia_H,04,Ulloa,county_Heredia_H
district_San_Roque_Barva_H,04,San Roque,county_Barva_H
district_Paracito_Santo_Domingo_H,04,Paracito,county_Santo_Domingo_H
district_Jesús_Santa_Bárbara_H,04,Jesús,county_Santa_Bárbara_H
district_Ángeles_San_Rafaél_H,04,Ángeles,county_San_Rafaél_H
